EmailID,SentenceID,SentenceLen,Failures,OutofSeq,NetFailure,NetSuccess,Depth_1,Depth_2
10467,0,2,2,0,2,0.00,0,0
10467,1,11,11,0,11,0.00,0,0
10467,2,6,6,0,6,0.00,0,0
10467,3,16,13,0,13,18.75,2,1
