EmailID,SentenceID,SentenceLen,Failures,OutofSeq,NetFailure,NetSuccess,Depth_1
10469,0,14,14,1,13,7.14,0
10469,1,23,21,1,20,13.04,2
10469,2,9,9,0,9,0.00,0
10469,3,33,31,2,29,12.12,2
10469,4,20,19,0,19,5.00,1
10469,5,12,11,0,11,8.33,1
10469,6,19,17,1,16,15.79,2
10469,7,16,16,0,16,0.00,0
10469,8,13,13,0,13,0.00,0
10469,9,3,3,0,3,0.00,0
10469,10,3,2,0,2,33.33,1
