EmailID,SentenceID,SentenceLen,Failures,OutofSeq,NetFailure,NetSuccess,Depth_1
10470,0,12,12,0,12,0.00,0
10470,1,11,11,0,11,0.00,0
10470,2,21,19,1,18,14.29,2
10470,3,11,11,0,11,0.00,0
10470,4,1,1,0,1,0.00,0
