EmailID,SentenceID,SentenceLen,Failures,OutofSeq,NetFailure,NetSuccess,Depth_1,Depth_2
10421,0,18,16,1,15,16.67,1,1
10421,1,10,10,0,10,0.00,0,0
10421,2,16,15,0,15,6.25,1,0
10421,3,10,10,0,10,0.00,0,0
10421,4,7,7,0,7,0.00,0,0
10421,5,9,9,1,8,11.11,0,0
